SimTime,COG Pos.x [m],COG Pos.y [m],COG Pos.z [m],Port Pos.x [m],Port Pos.y [m],Port Pos.z [m],COG Vel.x [m],COG Vel.y [m],COG Vel.z [m],Port Vel.x [m],Port Vel.y [m],Port Vel.z [m],Rot Angle.x [deg],Rot Angle.y [deg],Rot Angle.z [deg],Rot. Rate.x [deg/s],Rot. Rate.y [deg/s],Rot. Rate.z [deg/s],Rot. Rate.x [deg/s] (VLCS),Rot. Rate.y [deg/s] (VLCS),Rot. Rate.Z [deg/s] (VLCS),Tank mass [kg],THC.z,THC.y,THC.x,RHC.x,RHC.y,RHC.z,MFDLeft,MFDRight,MyROT.m11,MyROT.m12,MyROT.m13,MyROT.m21,MyROT.m22,MyROT.m23,MyROT.m31,MyROT.m32,MyROT.m33,TgtRot.m11,TgtRot.m12,TgtRot.m13,TgtRot.m21,TgtRot.m22,TgtRot.m23,TgtRot.m31,TgtRot.m32,TgtRot.m33,MyAngVel.x,MyAngVel.y,MyAngVel.z,TgtAngVel.x,TgtAngVel.y,TgtAngVel.z,RelPos.x,RelPos.y,RelPos.z,RelVel.x,RelVel.y,RelVel.z,MySs.x,MySs.y,MySs.z,TgtSs.x,TgtSs.y,TgtSs.z,MyLVPos.x,MyLVPos.y,MyLVPos.z,MyLVVel.x,MyLVVel.y,MyLVVel.z,TgtLVPos.x,TgtLVPos.y,TgtLVPos.z,TgtLVVel.x,TgtLVVel.y,TgtLVVel.z,MyDockPos.x,MyDockPos.y,MyDockPos.z,MyDockDir.x,MyDockDir.y,MyDockDir.z,MyDockRot.x,MyDockRot.y,MyDockRot.z,TgtDockPos.x,TgtDockPos.y,TgtDockPos.z,TgtDockDir.x,TgtDockDir.y,TgtDockDir.z,TgtDockRot.x,TgtDockRot.y,TgtDockRot.z,PeriscopePos.x,PeriscopePos.y,PeriscopePos.z,VLCStoISSTPLCS.m11,m12,m13,m21,m22,m23,m31,m32,m33,viewPointInt.x,viewPointInt.y,viewPointInt.z,Lateral Offset,Lateral Velocity,Ideal Approach Vel,Angle to Port,Approach Cone,Max Rot Angle,Max Rot Velocity,Shifted_SimTime
526.1912,12.378,0.277,0.037,8.404,0.306,0.01,-0.095,0.007,0.005,-0.095,0.01,0.005,0.8,-0.376,-0.695,0.003,-0.006,0.044,-0.002,0.0,0.0,842.763,-0.0,0.0,-0.0,0.0,0.0,-0.041,0.0,0.0,0.6641,-0.3786,0.6447,-0.3837,-0.9127,-0.1408,0.6417,-0.1539,-0.7513,0.7485,0.189,0.6356,0.3593,-0.9212,-0.1492,0.5573,0.3401,-0.7574,-0.0023,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.9584,10.8319,35.5421,0.0026,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1975804.7766,980396.3045,6358703.9669,-5257.7959,-5077.8054,2418.6874,1975836.735,980385.4726,6358668.4248,-5257.7986,-5077.6784,2418.7776,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.1975,-1.3331,0.0582,0.0067,-0.0121,-0.9998,-0.0139,0.9998,-0.0122,-0.9999,-0.014,-0.0066,0.0,-1.4818,-0.0221,0.279460193945399,0.008602325267042627,-0.1,1.9246375663395092,2.1825753672093793,1.5,0.15,526.4023
526.4023,12.357,0.279,0.038,8.384,0.308,0.011,-0.095,0.007,0.005,-0.095,0.013,0.004,0.801,-0.378,-0.682,0.003,-0.007,0.085,-0.002,0.0,0.0,842.729,-0.0,0.0,-0.0,0.0,0.0,-0.041,0.0,0.0,0.664,-0.3783,0.6449,-0.3837,-0.9127,-0.1404,0.6417,-0.1542,-0.7513,0.7483,0.1892,0.6358,0.3594,-0.9213,-0.1488,0.5576,0.3398,-0.7574,-0.0017,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.9578,10.8049,35.5229,0.0026,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1974680.6133,979310.6522,6359220.8854,-5258.3481,-5078.0792,2416.9099,1974712.571,979299.8474,6359185.3625,-5258.3507,-5077.9523,2417.0001,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.1764,-1.3311,0.0592,0.0068,-0.0121,-1.0,-0.0139,0.9998,-0.0121,-0.9998,-0.014,-0.0066,0.0,-1.4786,-0.0206,0.2815759222660915,0.008602325267042627,-0.1,1.9358565562949068,2.1788725006145016,1.5,0.15,526.6085
526.6085,12.338,0.28,0.039,8.364,0.311,0.012,-0.095,0.007,0.005,-0.095,0.017,0.004,0.801,-0.379,-0.659,0.002,-0.008,0.133,-0.001,0.0,0.0,842.689,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.664,-0.3781,0.645,-0.3837,-0.9128,-0.1401,0.6418,-0.1544,-0.7512,0.748,0.1895,0.636,0.3594,-0.9213,-0.1483,0.5579,0.3395,-0.7573,-0.001,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.9572,10.7782,35.5039,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1973573.0342,978241.0708,6359729.755,-5258.8917,-5078.3488,2415.1587,1973604.9914,978230.2925,6359694.2511,-5258.8944,-5078.2219,2415.2488,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.157,-1.33,0.0603,0.0068,-0.0118,-0.9999,-0.0139,0.9998,-0.0118,-0.9999,-0.0141,-0.0066,0.0,-1.474,-0.0195,0.2827030243913213,0.008602325267042627,-0.1,1.9800852728342468,2.1755222879810407,1.5,0.15,526.8339
526.8339,12.317,0.282,0.04,8.343,0.315,0.013,-0.095,0.007,0.005,-0.095,0.017,0.004,0.802,-0.381,-0.629,0.002,-0.008,0.138,0.0,0.0,0.0,842.685,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.664,-0.3781,0.6451,-0.3837,-0.9128,-0.14,0.6418,-0.1545,-0.7512,0.7478,0.1897,0.6362,0.3595,-0.9214,-0.1478,0.5582,0.3393,-0.7572,-0.0001,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.9566,10.7521,35.4853,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1972487.3152,977192.6515,6360228.1718,-5259.4242,-5078.6127,2413.4421,1972519.2719,977181.8994,6360192.6864,-5259.4269,-5078.4858,2413.5322,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.1353,-1.3281,0.0612,0.0068,-0.0114,-0.9999,-0.0139,0.9999,-0.0115,-0.9999,-0.014,-0.0065,0.0,-1.4677,-0.0182,0.2848227519001949,0.008602325267042627,-0.1,2.029477120555631,2.171819421386163,1.5,0.15,527.0384
527.0384,12.297,0.283,0.042,8.324,0.318,0.014,-0.095,0.008,0.005,-0.095,0.017,0.004,0.802,-0.382,-0.6,0.002,-0.008,0.138,0.0,0.0,0.0,842.685,-0.0,0.0,-0.0,0.0,0.043,0.0,0.0,0.0,0.664,-0.378,0.6451,-0.3837,-0.9128,-0.14,0.6418,-0.1545,-0.7511,0.7476,0.1899,0.6364,0.3595,-0.9214,-0.1473,0.5585,0.339,-0.7571,-0.0001,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.956,10.7242,35.4656,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1971332.6841,976077.7443,6360757.78,-5259.9902,-5078.893,2411.6166,1971364.6401,976067.0201,6360722.3145,-5259.9929,-5078.7661,2411.7066,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.1145,-1.3269,0.0633,0.0068,-0.0109,-0.9998,-0.0139,0.9998,-0.011,-0.9999,-0.014,-0.0066,0.0,-1.4603,-0.0167,0.28609963299522073,0.009433981132056603,-0.1,2.076396612211315,2.1682928817719938,1.5,0.15,527.249
527.249,12.277,0.285,0.043,8.303,0.322,0.015,-0.095,0.008,0.005,-0.095,0.017,0.007,0.803,-0.382,-0.57,0.003,0.022,0.139,0.0,0.0,0.0,842.667,-0.0,0.0,-0.0,0.0,0.206,0.0,0.0,0.0,0.664,-0.378,0.6451,-0.3836,-0.9128,-0.14,0.6418,-0.1545,-0.7511,0.7473,0.1902,0.6366,0.3596,-0.9215,-0.1469,0.5587,0.3387,-0.757,-0.0001,-0.0001,0.0,-0.0017,-0.0017,0.0,-31.9554,10.6979,35.4469,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3646,0.0,0.0,0.0,1970240.8693,975023.5464,6361258.1557,-5260.525,-5079.1577,2409.8904,1970272.8247,975012.8485,6361222.7088,-5260.5277,-5079.0308,2409.9805,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.0938,-1.3248,0.0643,0.0068,-0.0104,-0.9998,-0.0139,0.9998,-0.0105,-0.9998,-0.0141,-0.0067,0.0,-1.4513,-0.0162,0.28822560607968195,0.009433981132056603,-0.1,2.1258540605993774,2.1647663421578245,1.5,0.15,527.4583
527.4583,12.257,0.287,0.044,8.283,0.326,0.017,-0.095,0.008,0.005,-0.095,0.017,0.01,0.803,-0.374,-0.542,0.003,0.066,0.139,0.0,0.0,0.0,842.64,-0.0,0.0,-0.0,0.0,0.368,0.0,0.0,0.0,0.664,-0.378,0.6451,-0.3836,-0.9128,-0.14,0.6418,-0.1545,-0.7511,0.7471,0.1904,0.6369,0.3596,-0.9215,-0.1464,0.559,0.3384,-0.757,-0.0001,0.0004,0.0,-0.0017,-0.0017,0.0,-31.9549,10.6705,35.4274,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3645,0.0,0.0,0.0,1969104.6073,973926.4877,6361778.4653,-5261.0812,-5079.4329,2408.094,1969136.5622,973915.8172,6361743.0378,-5261.0839,-5079.306,2408.184,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.0728,-1.3226,0.0653,0.0068,-0.0098,-0.9999,-0.014,0.9998,-0.01,-0.9998,-0.0141,-0.0067,0.0,-1.4428,-0.0151,0.2903532331488664,0.009433981132056603,-0.1,2.1726704919916227,2.161239802543655,1.5,0.15,527.6666
527.6666,12.237,0.288,0.045,8.264,0.329,0.019,-0.095,0.008,0.006,-0.095,0.018,0.014,0.804,-0.355,-0.512,0.003,0.115,0.14,0.0,0.001,0.0,842.611,-0.0,0.0,-0.0,0.0,0.476,0.0,0.0,0.0,0.6641,-0.378,0.6451,-0.3836,-0.9128,-0.1399,0.6417,-0.1545,-0.7512,0.7469,0.1906,0.6371,0.3597,-0.9216,-0.1459,0.5593,0.3381,-0.7569,-0.0001,0.0012,0.0,-0.0017,-0.0017,0.0,-31.9543,10.6443,35.4088,0.0027,-0.1269,-0.0901,0.0,0.0433,-0.3645,0.0,0.0,0.0,1968018.201,972877.6176,6362275.5316,-5261.6127,-5079.6957,2406.3764,1968050.1554,972866.9733,6362240.1228,-5261.6154,-5079.5688,2406.4665,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.0519,-1.3217,0.0663,0.0066,-0.0093,-1.0,-0.0141,0.9999,-0.0095,-0.9998,-0.0141,-0.0066,0.0,-1.4363,-0.0127,0.29149442533262965,0.01,-0.1,2.2151915251430507,2.157713262929486,1.5,0.15,527.8759
527.8759,12.218,0.29,0.046,8.244,0.333,0.022,-0.095,0.008,0.006,-0.095,0.018,0.017,0.804,-0.326,-0.483,0.004,0.158,0.141,0.0,0.002,0.0,842.585,-0.0,0.0,-0.0,0.0,0.466,0.0,0.0,0.0,0.6643,-0.378,0.6448,-0.3837,-0.9128,-0.1398,0.6415,-0.1545,-0.7514,0.7466,0.1909,0.6373,0.3598,-0.9216,-0.1455,0.5596,0.3379,-0.7568,-0.0001,0.002,0.0,-0.0017,-0.0017,0.0,-31.9538,10.6179,35.39,0.0028,-0.1269,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1966922.3576,971819.6886,6362776.5047,-5262.1484,-5079.9604,2404.644,1966954.3114,971809.0707,6362741.1148,-5262.1511,-5079.8335,2404.7341,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.0322,-1.3195,0.0673,0.0063,-0.0088,-0.9999,-0.0139,0.9998,-0.0089,-0.9999,-0.014,-0.0061,0.0,-1.4266,-0.0064,0.2936256119618995,0.01,-0.1,2.2607254677575277,2.154363050296025,1.5,0.15,528.0809
528.0809,12.198,0.292,0.047,8.224,0.337,0.026,-0.095,0.008,0.006,-0.095,0.018,0.02,0.805,-0.289,-0.454,0.004,0.206,0.141,0.0,0.003,0.0,842.556,-0.0,0.0,-0.0,0.0,0.293,0.0,0.0,0.0,0.6646,-0.378,0.6445,-0.3837,-0.9128,-0.1396,0.6411,-0.1545,-0.7517,0.7464,0.1911,0.6375,0.3598,-0.9217,-0.145,0.5598,0.3376,-0.7567,-0.0001,0.0028,0.0,-0.0017,-0.0017,0.0,-31.9534,10.5914,35.371,0.0028,-0.1269,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1965819.3397,970754.8868,6363280.3427,-5262.6872,-5080.2266,2402.9003,1965851.2931,970744.2955,6363244.9718,-5262.69,-5080.0997,2402.9903,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,12.0113,-1.3174,0.0685,0.0058,-0.0083,-0.9999,-0.014,0.9998,-0.0085,-0.9998,-0.0141,-0.0057,0.0,-1.4191,-0.0002,0.295758347304011,0.01,-0.1,2.3059951584164966,2.150836510681856,1.5,0.15,528.2917
528.2917,12.178,0.293,0.049,8.205,0.34,0.031,-0.095,0.008,0.006,-0.095,0.018,0.024,0.805,-0.241,-0.425,0.004,0.249,0.142,0.0,0.004,0.0,842.53,-0.0,0.0,-0.0,0.0,0.178,0.0,0.0,0.0,0.6651,-0.378,0.6441,-0.3838,-0.9128,-0.1393,0.6406,-0.1545,-0.7522,0.7462,0.1913,0.6377,0.3599,-0.9217,-0.1445,0.5601,0.3373,-0.7566,-0.0001,0.0036,0.0,-0.0017,-0.0017,0.0,-31.9529,10.5653,35.3523,0.0028,-0.1269,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1964733.2305,969706.4596,6363776.0487,-5263.2175,-5080.4884,2401.1833,1964765.1834,969695.8944,6363740.6964,-5263.2203,-5080.3615,2401.2734,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.9905,-1.3164,0.0705,0.0051,-0.0077,-1.0,-0.0141,0.9999,-0.008,-0.9999,-0.014,-0.005,0.0,-1.4121,0.0105,0.29706901555025894,0.01,-0.1,2.3481723896699473,2.1473099710676866,1.5,0.15,528.5017
528.5017,12.158,0.295,0.05,8.185,0.344,0.035,-0.095,0.008,0.006,-0.094,0.018,0.02,0.806,-0.192,-0.394,0.005,0.205,0.141,0.0,0.004,0.0,842.503,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6656,-0.378,0.6435,-0.3839,-0.9128,-0.139,0.64,-0.1545,-0.7527,0.7459,0.1916,0.6379,0.3599,-0.9218,-0.1441,0.5604,0.337,-0.7566,-0.0001,0.0044,0.0,-0.0017,-0.0017,0.0,-31.9526,10.5391,35.3334,0.0028,-0.1269,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1963641.5234,968652.6813,6364273.9034,-5263.7501,-5080.7512,2399.4576,1963673.476,968642.1422,6364238.57,-5263.7529,-5080.6243,2399.5476,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.9697,-1.3142,0.0718,0.0043,-0.0073,-1.0,-0.0141,0.9998,-0.0073,-0.9999,-0.0141,-0.0042,0.0,-1.4021,0.0217,0.2992072860075436,0.01,-0.1,2.3974657303544817,2.143783431453517,1.5,0.15,528.7088
528.7088,12.139,0.297,0.051,8.165,0.348,0.039,-0.094,0.008,0.006,-0.094,0.018,0.017,0.807,-0.154,-0.365,0.005,0.157,0.141,0.0,0.004,0.0,842.474,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6662,-0.3779,0.643,-0.3841,-0.9128,-0.1387,0.6393,-0.1546,-0.7532,0.7457,0.1918,0.6381,0.36,-0.9219,-0.1436,0.5607,0.3368,-0.7565,-0.0001,0.0036,0.0001,-0.0017,-0.0017,0.0,-31.9522,10.5121,35.314,0.0028,-0.1268,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1962518.9575,967569.1702,6364785.4041,-5264.2974,-5081.021,2397.6831,1962550.9096,967558.6581,6364750.0901,-5264.3003,-5080.8942,2397.7731,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.9501,-1.3122,0.0729,0.0034,-0.0069,-1.0,-0.014,0.9999,-0.0069,-1.0,-0.014,-0.0034,0.0,-1.3943,0.0328,0.3013469760923444,0.01,-0.1,2.448366045641664,2.140433218820056,1.5,0.15,528.9185
528.9185,12.119,0.298,0.052,8.145,0.352,0.042,-0.094,0.008,0.006,-0.094,0.018,0.013,0.808,-0.126,-0.336,0.006,0.113,0.14,0.0,0.003,0.0,842.447,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6666,-0.3779,0.6425,-0.3841,-0.9128,-0.1384,0.6388,-0.1545,-0.7537,0.7455,0.192,0.6383,0.36,-0.9219,-0.1431,0.5609,0.3365,-0.7564,0.0,0.0027,0.0001,-0.0017,-0.0017,0.0,-31.9518,10.4861,35.2953,0.0029,-0.1267,-0.09,0.0,0.0433,-0.3645,0.0,0.0,0.0,1961435.5946,966523.5507,6365278.6334,-5264.8253,-5081.2811,2395.9706,1961467.5464,966513.0646,6365243.338,-5264.8282,-5081.1544,2396.0606,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.9291,-1.311,0.0742,0.0027,-0.0063,-1.0,-0.0141,0.9998,-0.0064,-0.9999,-0.0141,-0.0026,0.0,-1.3876,0.0426,0.302502892548154,0.01,-0.1,2.5149851891865374,2.136906679205887,1.5,0.15,529.1273
529.1273,12.099,0.3,0.053,8.126,0.355,0.045,-0.094,0.008,0.005,-0.094,0.018,0.01,0.809,-0.107,-0.307,0.006,0.064,0.14,0.0,0.002,0.0,842.418,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6669,-0.3779,0.6422,-0.3842,-0.9129,-0.1382,0.6385,-0.1545,-0.754,0.7452,0.1923,0.6385,0.3601,-0.922,-0.1427,0.5612,0.3362,-0.7563,0.0,0.002,0.0001,-0.0017,-0.0017,0.0,-31.9512,10.4596,35.2764,0.0029,-0.1267,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1960331.8476,965458.3102,6365780.7306,-5265.3627,-5081.5458,2394.2259,1960363.7989,965447.8506,6365745.4543,-5265.3656,-5081.4191,2394.3159,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.9084,-1.3091,0.0753,0.0023,-0.0058,-1.0,-0.014,0.9999,-0.0058,-0.9999,-0.0142,-0.0022,0.0,-1.3784,0.0494,0.30464569585011375,0.009433981132056603,-0.1,2.5487044914388877,2.1333801395917176,1.5,0.15,529.3375
529.3375,12.079,0.302,0.054,8.106,0.359,0.047,-0.094,0.008,0.005,-0.094,0.018,0.006,0.81,-0.099,-0.277,0.007,0.02,0.139,0.0,0.001,0.0,842.391,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6671,-0.3779,0.642,-0.3842,-0.9129,-0.1381,0.6382,-0.1545,-0.7542,0.745,0.1925,0.6387,0.3601,-0.922,-0.1422,0.5615,0.3359,-0.7562,0.0,0.0011,0.0001,-0.0017,-0.0017,0.0,-31.9507,10.4332,35.2575,0.003,-0.1266,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1959231.7156,964396.6111,6366280.7676,-5265.898,-5081.8093,2392.487,1959263.6663,964386.1779,6366245.5101,-5265.901,-5081.6827,2392.5769,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.8875,-1.3069,0.0764,0.0019,-0.0053,-1.0,-0.0141,0.9999,-0.0053,-0.9998,-0.0142,-0.0019,0.0,-1.3699,0.0541,0.3067898303399251,0.009433981132056603,-0.1,2.6014333021929485,2.1298535999775488,1.5,0.15,529.5627
529.5627,12.059,0.303,0.056,8.085,0.363,0.048,-0.094,0.008,0.005,-0.094,0.018,0.005,0.812,-0.097,-0.247,0.007,0.007,0.139,0.0,0.0,0.0,842.383,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6672,-0.3779,0.6419,-0.3842,-0.9129,-0.138,0.6381,-0.1545,-0.7543,0.7448,0.1927,0.6389,0.3602,-0.9221,-0.1417,0.5618,0.3357,-0.7561,0.0,0.0004,0.0001,-0.0017,-0.0017,0.0,-31.9501,10.4067,35.2386,0.003,-0.1265,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1958126.8727,963330.4188,6366782.5287,-5266.4352,-5082.0736,2390.7407,1958158.8228,963320.0121,6366747.2901,-5266.4382,-5081.9471,2390.8306,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.8666,-1.3059,0.0784,0.0018,-0.0047,-1.0,-0.0141,1.0,-0.0049,-0.9999,-0.0142,-0.0017,0.0,-1.3637,0.0588,0.30813146544940845,0.009433981132056603,-0.1,2.6669953608370736,2.126327060363379,1.5,0.15,529.77
529.77,12.039,0.305,0.057,8.066,0.367,0.049,-0.094,0.008,0.005,-0.094,0.018,0.005,0.813,-0.096,-0.218,0.007,0.007,0.139,0.0,0.0,0.0,842.383,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6673,-0.3778,0.6419,-0.3842,-0.9129,-0.138,0.6381,-0.1545,-0.7543,0.7445,0.193,0.6391,0.3602,-0.9221,-0.1412,0.5621,0.3354,-0.7561,0.0,0.0001,0.0001,-0.0017,-0.0017,0.0,-31.9494,10.3789,35.2188,0.0031,-0.1265,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1956966.6457,962210.8369,6367308.9922,-5266.999,-5082.3509,2388.9069,1956998.5951,962200.4581,6367273.7734,-5267.0021,-5082.2244,2388.9968,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.8459,-1.3036,0.0795,0.0017,-0.0043,-1.0001,-0.0142,0.9998,-0.0043,-1.0,-0.0142,-0.0017,0.0,-1.3543,0.0599,0.31028051824115543,0.009433981132056603,-0.1,2.7190458697749675,2.1228005207492098,1.5,0.15,529.9779
529.9779,12.019,0.307,0.058,8.046,0.37,0.05,-0.094,0.008,0.005,-0.094,0.018,0.005,0.815,-0.094,-0.189,0.007,0.007,0.139,0.0,0.0,0.0,842.383,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6673,-0.3778,0.6419,-0.3842,-0.9129,-0.138,0.6381,-0.1545,-0.7543,0.7443,0.1932,0.6393,0.3603,-0.9222,-0.1408,0.5623,0.3351,-0.756,0.0,0.0001,0.0001,-0.0017,-0.0017,0.0,-31.9488,10.3524,35.2,0.0031,-0.1265,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1955862.5251,961145.4515,6367809.5723,-5267.5352,-5082.6144,2387.1618,1955894.474,961135.0991,6367774.3723,-5267.5382,-5082.488,2387.2517,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.8251,-1.3016,0.0805,0.0017,-0.0038,-1.0,-0.0141,0.9999,-0.0038,-0.9999,-0.0142,-0.0017,0.0,-1.3467,0.0603,0.3124307923364789,0.009433981132056603,-0.1,2.7517546094492733,2.1192739811350405,1.5,0.15,530.1865
530.1865,12.0,0.309,0.059,8.026,0.374,0.051,-0.094,0.008,0.005,-0.094,0.018,0.005,0.816,-0.093,-0.16,0.007,0.007,0.139,0.0,0.0,0.0,842.383,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6673,-0.3778,0.6419,-0.3841,-0.9129,-0.138,0.6381,-0.1545,-0.7543,0.7441,0.1934,0.6395,0.3603,-0.9222,-0.1403,0.5626,0.3348,-0.7559,0.0,0.0001,0.0001,-0.0017,-0.0017,0.0,-31.9482,10.326,35.1812,0.0031,-0.1265,-0.0899,0.0,0.0433,-0.3645,0.0,0.0,0.0,1954764.86,960086.3471,6368306.8109,-5268.0678,-5082.8761,2385.4269,1954796.8082,960076.0211,6368271.6297,-5268.071,-5082.7497,2385.5168,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.8052,-1.2995,0.0815,0.0017,-0.0033,-1.0,-0.0143,0.9999,-0.0033,-0.9999,-0.0142,-0.0017,0.0,-1.3385,0.0614,0.3145822626913348,0.009433981132056603,-0.1,2.8036695226556545,2.1159237685015797,1.5,0.15,530.3955
530.3955,11.98,0.31,0.059,8.007,0.378,0.052,-0.094,0.008,0.005,-0.094,0.018,0.005,0.818,-0.091,-0.131,0.007,0.007,0.139,0.0,0.0,0.0,842.383,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6673,-0.3778,0.6418,-0.3841,-0.9129,-0.1379,0.6381,-0.1545,-0.7543,0.7438,0.1937,0.6397,0.3604,-0.9223,-0.1398,0.5629,0.3345,-0.7558,0.0,0.0001,0.0001,-0.0017,-0.0017,0.0,-31.9475,10.2996,35.1625,0.0031,-0.1265,-0.0898,0.0,0.0433,-0.3645,0.0,0.0,0.0,1953665.5476,959025.7061,6368804.3829,-5268.601,-5083.1379,2383.6895,1953697.4951,959015.4064,6368769.2205,-5268.6041,-5083.0114,2383.7794,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,11.7844,-1.2984,0.0816,0.0017,-0.0027,-0.9999,-0.0142,0.9999,-0.0027,-0.9999,-0.0142,-0.0016,0.0,-1.3308,0.0627,0.31556457342357047,0.009433981132056603,-0.1,2.871130289242989,2.1123972288874104,1.5,0.15,530.6093
